UE_ID;UE_NOM;CHAPITRE_ID;CHAPITRE;SERIE_ID;SERIE_TITRE;NB_QUESTIONS
84;Biologie Cellulaire;1660;Cytosquelette;12690;Cytosquelette - Série 8;5
84;Biologie Cellulaire;1660;Cytosquelette;12691;Cytosquelette - Série 9;4
84;Biologie Cellulaire;1552;Jonctions cellulaires;12692;Jonctions cellulaires - Série 1;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12693;Jonctions cellulaires - Série 2;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12694;Jonctions cellulaires - Série 3;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12695;Jonctions cellulaires - Série 4;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12696;Jonctions cellulaires - Série 5;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12697;Jonctions cellulaires - Série 6;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12698;Jonctions cellulaires - Série 7;5
84;Biologie Cellulaire;1552;Jonctions cellulaires;12699;Jonctions cellulaires - Série 8;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12700;Mitochondries et peroxysomes - Série 1;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12701;Mitochondries et peroxysomes - Série 2;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12702;Mitochondries et peroxysomes - Série 3;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12703;Mitochondries et peroxysomes - Série 4;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12704;Mitochondries et peroxysomes - Série 5;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12705;Mitochondries et peroxysomes - Série 6;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12706;Mitochondries et peroxysomes - Série 7;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12707;Mitochondries et peroxysomes - Série 8;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12708;Mitochondries et peroxysomes - Série 9;5
84;Biologie Cellulaire;1663;Mitochondries et peroxysomes;12709;Mitochondries et peroxysomes - Série 10;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12711;Signalisation cellulaire - Série 1;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12712;Signalisation cellulaire - Série 2;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12713;Signalisation cellulaire - Série 3;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12714;Signalisation cellulaire - Série 4;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12715;Signalisation cellulaire - Série 5;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12716;Signalisation cellulaire - Série 6;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12717;Signalisation cellulaire - Série 7;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12718;Signalisation cellulaire - Série 8;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12719;Signalisation cellulaire - Série 9;5
84;Biologie Cellulaire;1661;Signalisation cellulaire;12720;Signalisation cellulaire - Série 10;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12721;Systèmes endomembranaires - Série 1;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12722;Systèmes endomembranaires - Série 2;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12723;Systèmes endomembranaires - Série 3;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12724;Systèmes endomembranaires - Série 4;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12725;Systèmes endomembranaires - Série 5;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12726;Systèmes endomembranaires - Série 6;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12727;Systèmes endomembranaires - Série 7;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12728;Systèmes endomembranaires - Série 8;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12729;Systèmes endomembranaires - Série 9;5
84;Biologie Cellulaire;1662;Systèmes endomembranaires;12730;Systèmes endomembranaires - Série 10;5
84;Biologie Cellulaire;1445;Noyau;19461;CB1 - Biologie Cellulaire ;30
84;Biologie Cellulaire;1447;Cycle cellulaire - Mitose (Partie 2);19461;CB1 - Biologie Cellulaire ;30
84;Biologie Cellulaire;1551;Propriétés et fonctions des membranes;19461;CB1 - Biologie Cellulaire ;30
84;Biologie Cellulaire;1552;Jonctions cellulaires;19461;CB1 - Biologie Cellulaire ;30
84;Biologie Cellulaire;1661;Signalisation cellulaire;19461;CB1 - Biologie Cellulaire ;30
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;109;Introduction à la biologie cellulaire #1;5
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;185;Introduction à la biologie cellulaire #2;5
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;232;Introduction à la biologie cellulaire #3;4
153;Biologie Cellulaire;473;La membrane plasmique;236;La membrane plasmique #4;5
153;Biologie Cellulaire;473;La membrane plasmique;292;La membrane plasmique #5;5
153;Biologie Cellulaire;473;La membrane plasmique;319;La membrane plasmique #6;5
153;Biologie Cellulaire;474;Le noyau;328;Le noyau #7;5
153;Biologie Cellulaire;474;Le noyau;371;Le noyau #8;5
153;Biologie Cellulaire;474;Le noyau;380;Le noyau #9;5
153;Biologie Cellulaire;475;La mitochondrie;397;La mitochondrie #10;5
153;Biologie Cellulaire;476;Le peroxysome;604;Le peroxysome #13;5
153;Biologie Cellulaire;476;Le peroxysome;608;Le peroxysome #14;4
153;Biologie Cellulaire;476;Le peroxysome;623;Le peroxysome #15;3
153;Biologie Cellulaire;477;Le système endomembranaire;701;Le système endomembranaire #16;5
153;Biologie Cellulaire;477;Le système endomembranaire;742;Le système endomembranaire #17;5
153;Biologie Cellulaire;478;Cytosquelette;1153;Le cytosquelette #18;5
153;Biologie Cellulaire;478;Cytosquelette;1215;Le cytosquelette #19;5
153;Biologie Cellulaire;478;Cytosquelette;1216;Le cytosquelette #20;3
153;Biologie Cellulaire;479;Communication cellulaire - Récepteurs - Médiateurs;1230;Communication cellulaire - Récepteurs - Médiateurs #21;5
153;Biologie Cellulaire;479;Communication cellulaire - Récepteurs - Médiateurs;1232;Communication cellulaire - Récepteurs - Médiateurs #22;7
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;1234;La division et la prolifération cellulaire #23;5
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;1235;La division et la prolifération cellulaire #24;7
153;Biologie Cellulaire;482;Apoptose;1237;L’apoptose #25;5
153;Biologie Cellulaire;482;Apoptose;1238;L’apoptose #26;5
153;Biologie Cellulaire;482;Apoptose;1239;L’apoptose #27;3
153;Biologie Cellulaire;483;Applications de la biologie systémique de la cellule UC;1240;Applications de la biologie systémique de la cellule #28;5
153;Biologie Cellulaire;477;Le système endomembranaire;1834;Le système endomembranaire #29;5
153;Biologie Cellulaire;477;Le système endomembranaire;1835;Le système endomembranaire #30;5
153;Biologie Cellulaire;477;Le système endomembranaire;1836;Le système endomembranaire #31;5
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;2013;La division et la prolifération cellulaire #32;5
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;5731;ED1 #33;5
153;Biologie Cellulaire;473;La membrane plasmique;5731;ED1 #33;5
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;5731;ED1 #33;5
153;Biologie Cellulaire;475;La mitochondrie;5732;ED1 #34;5
153;Biologie Cellulaire;477;Le système endomembranaire;5732;ED1 #34;5
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;5732;ED1 #34;5
153;Biologie Cellulaire;482;Apoptose;5732;ED1 #34;5
153;Biologie Cellulaire;477;Le système endomembranaire;5733;ED1 #35;2
153;Biologie Cellulaire;473;La membrane plasmique;10393;CB1 - De la cellule aux tissus;45
153;Biologie Cellulaire;474;Le noyau;10393;CB1 - De la cellule aux tissus;45
153;Biologie Cellulaire;475;La mitochondrie;10393;CB1 - De la cellule aux tissus;45
153;Biologie Cellulaire;476;Le peroxysome;10393;CB1 - De la cellule aux tissus;45
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;10405;CB1 - De la cellule aux tissus ;30
153;Biologie Cellulaire;473;La membrane plasmique;10405;CB1 - De la cellule aux tissus ;30
153;Biologie Cellulaire;474;Le noyau;10405;CB1 - De la cellule aux tissus ;30
153;Biologie Cellulaire;475;La mitochondrie;10405;CB1 - De la cellule aux tissus ;30
153;Biologie Cellulaire;476;Le peroxysome;10405;CB1 - De la cellule aux tissus ;30
153;Biologie Cellulaire;482;Apoptose;10731;L'apoptose #33;5
153;Biologie Cellulaire;475;La mitochondrie;10734;La mitochondrie #34;5
153;Biologie Cellulaire;477;Le système endomembranaire;12448;CB2 - Cellule aux tissus - Biologie cellulaire ;15
153;Biologie Cellulaire;478;Cytosquelette;12448;CB2 - Cellule aux tissus - Biologie cellulaire ;15
153;Biologie Cellulaire;479;Communication cellulaire - Récepteurs - Médiateurs;12448;CB2 - Cellule aux tissus - Biologie cellulaire ;15
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;12448;CB2 - Cellule aux tissus - Biologie cellulaire ;15
153;Biologie Cellulaire;482;Apoptose;12448;CB2 - Cellule aux tissus - Biologie cellulaire ;15
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;473;La membrane plasmique;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;474;Le noyau;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;475;La mitochondrie;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;477;Le système endomembranaire;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;478;Cytosquelette;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;479;Communication cellulaire - Récepteurs - Médiateurs;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;482;Apoptose;12564;CB3 - Cellule aux tissus - Biologie Cellulaire;15
153;Biologie Cellulaire;472;Introduction à la biologie cellulaire;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;473;La membrane plasmique;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;474;Le noyau;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;475;La mitochondrie;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;476;Le peroxysome;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;477;Le système endomembranaire;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;478;Cytosquelette;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;479;Communication cellulaire - Récepteurs - Médiateurs;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;480;La division et la prolifération cellulaire;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;482;Apoptose;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
153;Biologie Cellulaire;483;Applications de la biologie systémique de la cellule UC;17094;CB4 - Cellules aux tissus - Biologie Cellulaire ;15
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;702;#1 Communication et signalisation cellulaire;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;704;#2 Communication et signalisation cellulaire;5
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;705;#3 Communication et signalisation cellulaire;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);706;#4 Traffic cellulaire et communication de la cellule avec son environnement : synthèse des protéines à travers le REG et le Golgi;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);707;#5 Traffic cellulaire et communication de la cellule avec son environnement : synthèse des protéines à travers le REG et le Golgi;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);709;#6 Traffic cellulaire et communication de la cellule avec son environnement : synthèse des protéines à travers le REG et le Golgi;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;839;#7 Le réticulum endoplasmique granuleux (REG) et le Golgi, traffic vésiculaire: vésicules;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;841;#8 Le réticulum endoplasmique granuleux (REG) et le Golgi, traffic vésiculaire: vésicules;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;844;#9 Le réticulum endoplasmique granuleux (REG) et le Golgi, traffic vésiculaire: vésicules;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;845;#10 La cellule et son environnement: interaction cellule-cellule;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;847;#11 La cellule et son environnement: interaction cellule-cellule;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;848;#12 La cellule et son environnement: interaction cellule-cellule;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;850;#13 Les cellules et leur environnement: interaction cellule- matrice extracellulaire, cellule et signalisation;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;883;#14 Les cellules et leur environnement: interaction cellule- matrice extracellulaire, cellule et signalisation;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;904;#15 Les cellules et leur environnement: interaction cellule- matrice extracellulaire, cellule et signalisation;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;905;#16 L'appareil de Golgi;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;906;#17 L'appareil de Golgi;7
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;1015;#18 Traffic vésiculaire: vésicules;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;1018;#19 Traffic vésiculaire: vésicules;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;1022;#20 Traffic vésiculaire: vésicules;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;1028;#21 Biologie cellulaire et signalisation: interactions cytokines/ récépteurs et déficits immunitaires;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;1030;#22 Biologie cellulaire et signalisation: interactions cytokines/ récépteurs et déficits immunitaires;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;1032;#23 Biologie cellulaire et signalisation: interactions cytokines/ récépteurs et déficits immunitaires;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;1116;#24 Maladie conformationnelle des protéines: l'exemple de la maladied'Alzheimer;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;1117;#25 Maladie conformationnelle des protéines: l'exemple de la maladied'Alzheimer;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;1118;#26 Maladie conformationnelle des protéines: l'exemple de la maladied'Alzheimer;4
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;1119;#27 Maladie des canaux ioniques: l'exemple de la Mucovicidose;5
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;1120;#28 Maladie des canaux ioniques: l'exemple de la Mucovicidose;5
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;1121;#29 Maladie des canaux ioniques: l'exemple de la Mucovicidose;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;1127;#33 Régénération et réparation cellulaire;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;1128;#34 Régénération et réparation cellulaire;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;1129;#35 Régénération et réparation cellulaire;5
178;Biologie Cellulaire;601;Oncogénèse;1130;#36 Oncogenèse;5
178;Biologie Cellulaire;601;Oncogénèse;1131;#37 Oncogenèse;5
178;Biologie Cellulaire;601;Oncogénèse;1132;#38 Oncogenèse;5
178;Biologie Cellulaire;602;Angiogénèse;1311;#39 Angiogénèse;5
178;Biologie Cellulaire;602;Angiogénèse;1312;#40 Angiogénèse;5
178;Biologie Cellulaire;602;Angiogénèse;1313;#41 Angiogénèse;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;1804;Communication et signalisation cellulaire #41;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;1805;Communication et signalisation cellulaire #42;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;1806;Communication et signalisation cellulaire #44;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;1807;Communication et signalisation cellulaire #43;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;5490;Stratégies thérapeutiques basées sur l'induction de l'apoptose en cancérologie #13;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;5494;Stratégies thérapeutiques basées sur l'induction de l'apoptose en cancérologie #14;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;5498;Stratégies thérapeutiques basées sur l'induction de l'apoptose en cancérologie #15;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5651;Trafic vésiculaire : Vésicules #45;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5652;Trafic vésiculaire : Vésicules #46;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5653;Trafic vésiculaire : Vésicules #47;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5761;Trafic vésiculaire : vésicules #48;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5763;Trafic vésiculaire : vésicules #49;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5764;Trafic vésiculaire : vésicules #50;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;5765;Trafic vésiculaire : vésicules #51;5
178;Biologie Cellulaire;602;Angiogénèse;5988;Angiogenèse #52;5
178;Biologie Cellulaire;602;Angiogénèse;5989;Angiogenèse #53;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;11291;Communication et signalisation cellulaire : les récepteurs membranaires #54 ;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;11292;Communication et signalisation cellulaire : les récepteurs membranaires #55;5
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;11298;Communication et signalisation cellulaire : récepteurs membranaires #56 ;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;6162;Les jonctions cellulaires;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;592;L'Appareil de Golgi;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;602;Angiogénèse;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;601;Oncogénèse;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;12583;CB1 - Biologie Cellulaire ;35
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;14054;Communication et signalisation cellulaire - Série 1;5
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;14055;Communication et signalisation cellulaire - Série 2;5
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;14056;Communication et signalisation cellulaire - Série 3;5
178;Biologie Cellulaire;6158;Communication et signalisation cellulaire;14057;Communication et signalisation cellulaire - Série 4;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;14058;Communication & signalisation cellulaire - Série 1;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;14059;Communication & signalisation cellulaire - Série 2;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;14060;Communication & signalisation cellulaire - Série 3;5
178;Biologie Cellulaire;590;Communication & signalisation cellulaire;14061;Communication & signalisation cellulaire - Série 4;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;14062;Communication et signalisation cellulaire - Série 1;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;14063;Communication et signalisation cellulaire - Série 2;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;14064;Communication et signalisation cellulaire - Série 3;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;14065;Communication et signalisation cellulaire - Série 4;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;14066;Les jonctions cellulaires - Série 1;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;14067;Les jonctions cellulaires - Série 2;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;14068;Les jonctions cellulaires - Série 3;5
178;Biologie Cellulaire;6162;Les jonctions cellulaires;14069;Les jonctions cellulaires - Série 4;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);14070;Le réticulum endoplasmique granuleux (REG) - Série 1;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);14071;Le réticulum endoplasmique granuleux (REG) - Série 2;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);14072;Le réticulum endoplasmique granuleux (REG) - Série 3;5
178;Biologie Cellulaire;591;Le réticulum endoplasmique granuleux (REG);14073;Le réticulum endoplasmique granuleux (REG) - Série 4;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;14074;L'Appareil de Golgi - Série 1;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;14075;L'Appareil de Golgi - Série 2;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;14076;L'Appareil de Golgi - Série 3;5
178;Biologie Cellulaire;592;L'Appareil de Golgi;14077;L'Appareil de Golgi - Série 4;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14078;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 1;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14079;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 2;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14080;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 3;5
178;Biologie Cellulaire;593;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14081;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 4;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;14082;Interaction cytokine/récepteur et déficits immunitaires - Série 1;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;14083;Interaction cytokine/récepteur et déficits immunitaires - Série 2;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;14084;Interaction cytokine/récepteur et déficits immunitaires - Série 3;5
178;Biologie Cellulaire;596;Interaction cytokine/récepteur et déficits immunitaires;14085;Interaction cytokine/récepteur et déficits immunitaires - Série 4;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14086;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 1;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14087;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 2;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14088;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 3;5
178;Biologie Cellulaire;4037;Trafic cellulaire et communication de la cellule : Trafic vésiculaire;14089;Trafic cellulaire et communication de la cellule : Trafic vésiculaire  - Série 4;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;14090;L'exemple de la maladie de Alzheimer - Série 1;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;14091;L'exemple de la maladie de Alzheimer - Série 2;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;14092;L'exemple de la maladie de Alzheimer - Série 3;5
178;Biologie Cellulaire;598;L'exemple de la maladie de Alzheimer;14093;L'exemple de la maladie de Alzheimer - Série 4;5
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;14094;L'exemple de la Mucoviscidose  - Série 1;5
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;14095;L'exemple de la Mucoviscidose  - Série 2;5
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;14096;L'exemple de la Mucoviscidose  - Série 3;5
178;Biologie Cellulaire;599;L'exemple de la Mucoviscidose;14097;L'exemple de la Mucoviscidose  - Série 4;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;14098;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie - Série 1;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;14099;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie - Série 2;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;14100;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie - Série 3;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;14101;Régénération et réparation cellulaire - Série 1;5
178;Biologie Cellulaire;3856;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie;14102;Stratégies thérapeutiques basées sur l’induction de l’apoptose en cancérologie - Série 4;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;14103;Régénération et réparation cellulaire - Série 2;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;14104;Régénération et réparation cellulaire - Série 3;5
178;Biologie Cellulaire;600;Régénération et réparation cellulaire;14105;Régénération et réparation cellulaire - Série 4;5
178;Biologie Cellulaire;601;Oncogénèse;14106;Oncogénèse - Série 1;5
178;Biologie Cellulaire;601;Oncogénèse;14107;Oncogénèse - Série 2;5
178;Biologie Cellulaire;601;Oncogénèse;14108;Oncogénèse - Série 3;5
178;Biologie Cellulaire;601;Oncogénèse;14109;Oncogénèse - Série 4;5
178;Biologie Cellulaire;602;Angiogénèse;14138;Angiogénèse - Série 1;5
178;Biologie Cellulaire;602;Angiogénèse;14139;Angiogénèse - Série 2;5
178;Biologie Cellulaire;602;Angiogénèse;14140;Angiogénèse - Série 3;5
178;Biologie Cellulaire;602;Angiogénèse;14141;Angiogénèse - Série 4;5
178;Biologie Cellulaire;6132;Communication et signalisation cellulaire;19439;CB2 - Biologie Cellulaire / Biologie moléculaire ;52
