UE_ID;UE_NOM;CHAPITRE_ID;CHAPITRE;SERIE_ID;SERIE_TITRE;NB_QUESTIONS
69;Anatomie;2309;Le Rachis;4158;Le Rachis #2;5
69;Anatomie;2309;Le Rachis;4159;Le Rachis #3;5
69;Anatomie;2310;Paroi du tronc et de la cage thoracique;4160;Paroi du tronc et de la cage thoracique #4;5
69;Anatomie;2310;Paroi du tronc et de la cage thoracique;4161;Paroi du tronc et de la cage thoracique #5;5
69;Anatomie;2311;Appareil cardio-circulatoire;4162;Appareil cardio-circulatoire #6;6
69;Anatomie;2311;Appareil cardio-circulatoire;4163;Appareil cardio-circulatoire #7;6
69;Anatomie;2312;Appareil respiratoire;4164;Appareil respiratoire #8;6
69;Anatomie;2312;Appareil respiratoire;4165;Appareil respiratoire #9;5
69;Anatomie;2313;Appareil digestif;4166;Appareil digestif #10;5
69;Anatomie;2313;Appareil digestif;4167;Appareil digestif #11;5
69;Anatomie;2314;Appareil urinaire;4168;Appareil urinaire #12;5
80;Anatomie;2412;Appareil cardiovasculaire;4360;#1 Appareil cardiovasculaire ;5
80;Anatomie;2412;Appareil cardiovasculaire;4366;#2 Appareil cardiovasculaire ;5
80;Anatomie;2418;Le Rachis et les parois du tronc;4368;#3. Rachis;5
80;Anatomie;2418;Le Rachis et les parois du tronc;4369;#4 parois du tronc;5
156;Anatomie;905;Généralités;135;#1 - Généralités;4
156;Anatomie;905;Généralités;138;#2 - Généralités;3
156;Anatomie;504;Pénis, Testicules & voies spermatiques;186;#3 - Pénis, testicules, prostate et voies spermatiques;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;189;#4 - Pénis, testicules, prostate et voies spermatiques;4
156;Anatomie;504;Pénis, Testicules & voies spermatiques;192;#5 - Pénis, testicules, prostate et voies spermatiques;5
156;Anatomie;505;Urètre masculin et féminin;193;#6 - Urètre masculin et féminin;5
156;Anatomie;505;Urètre masculin et féminin;195;#7 - Urètre masculin et féminin;3
156;Anatomie;506;Appareil génital féminin;196;#8 - Appareil génital féminin;5
156;Anatomie;506;Appareil génital féminin;197;#9 - Appareil génital féminin;4
156;Anatomie;506;Appareil génital féminin;199;#10 - Appareil génital féminin;3
156;Anatomie;905;Généralités;5191;Généralités en Anatomie #14;4
156;Anatomie;504;Pénis, Testicules & voies spermatiques;5192;Pénis, Testicules et Voies spermatiques #15;5
156;Anatomie;505;Urètre masculin et féminin;5193;Urètres masculine et féminine #16;5
156;Anatomie;506;Appareil génital féminin;5194;Appareil génital féminin #17;5
156;Anatomie;905;Généralités;12497;CB2 - Reproduction et développement - Embryologie/Anatomie;37
156;Anatomie;504;Pénis, Testicules & voies spermatiques;12497;CB2 - Reproduction et développement - Embryologie/Anatomie;37
156;Anatomie;505;Urètre masculin et féminin;12497;CB2 - Reproduction et développement - Embryologie/Anatomie;37
156;Anatomie;506;Appareil génital féminin;12497;CB2 - Reproduction et développement - Embryologie/Anatomie;37
156;Anatomie;504;Pénis, Testicules & voies spermatiques;12565;CB3 - Reproduction et développement;34
156;Anatomie;505;Urètre masculin et féminin;12565;CB3 - Reproduction et développement;34
156;Anatomie;506;Appareil génital féminin;12565;CB3 - Reproduction et développement;34
156;Anatomie;905;Généralités;16508;Généralités - Série 1;5
156;Anatomie;905;Généralités;16509;Généralités - Série 2;5
156;Anatomie;905;Généralités;16510;Généralités - Série 3;5
156;Anatomie;905;Généralités;16511;Généralités - Série 4;5
156;Anatomie;905;Généralités;16512;Généralités - Série 5;5
156;Anatomie;905;Généralités;16513;Généralités - Série 6;5
156;Anatomie;905;Généralités;16514;Généralités - Série 7;5
156;Anatomie;905;Généralités;16515;Généralités - Série 8;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16516;Pénis, Testicules & voies spermatiques - Série 1;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16517;Pénis, Testicules & voies spermatiques - Série 2;5
156;Anatomie;505;Urètre masculin et féminin;16518;Urètre masculin et féminin - Série 1;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16519;Pénis, Testicules & voies spermatiques - Série 3;5
156;Anatomie;505;Urètre masculin et féminin;16520;Urètre masculin et féminin - Série 2;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16521;Pénis, Testicules & voies spermatiques - Série 4;5
156;Anatomie;505;Urètre masculin et féminin;16522;Urètre masculin et féminin - Série 3;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16523;Pénis, Testicules & voies spermatiques - Série 5;5
156;Anatomie;505;Urètre masculin et féminin;16524;Urètre masculin et féminin - Série 4;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16525;Pénis, Testicules & voies spermatiques - Série 6;5
156;Anatomie;505;Urètre masculin et féminin;16526;Urètre masculin et féminin - Série 5;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16527;Pénis, Testicules & voies spermatiques - Série 7;5
156;Anatomie;505;Urètre masculin et féminin;16528;Urètre masculin et féminin - Série 6;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;16529;Pénis, Testicules & voies spermatiques - Série 8;5
156;Anatomie;505;Urètre masculin et féminin;16530;Urètre masculin et féminin - Série 7;5
156;Anatomie;505;Urètre masculin et féminin;16531;Urètre masculin et féminin - Série 8;5
156;Anatomie;506;Appareil génital féminin;16532;Appareil génital féminin - Série 1;5
156;Anatomie;506;Appareil génital féminin;16533;Appareil génital féminin - Série 2;5
156;Anatomie;506;Appareil génital féminin;16534;Appareil génital féminin - Série 3;5
156;Anatomie;506;Appareil génital féminin;16535;Appareil génital féminin - Série 4;5
156;Anatomie;506;Appareil génital féminin;16536;Appareil génital féminin - Série 5;5
156;Anatomie;506;Appareil génital féminin;16537;Appareil génital féminin - Série 6;5
156;Anatomie;506;Appareil génital féminin;16538;Appareil génital féminin - Série 7;5
156;Anatomie;506;Appareil génital féminin;16539;Appareil génital féminin - Série 8;5
156;Anatomie;504;Pénis, Testicules & voies spermatiques;19304;CB4 - Reproduction et développement ;40
156;Anatomie;505;Urètre masculin et féminin;19304;CB4 - Reproduction et développement ;40
156;Anatomie;506;Appareil génital féminin;19304;CB4 - Reproduction et développement ;40
536;Anatomie;3942;Rachis et Tronc;6025;Rachis et tronc #1;5
536;Anatomie;3942;Rachis et Tronc;6026;Rachis et tronc #2;5
536;Anatomie;3942;Rachis et Tronc;6027;Rachis et tronc #3;1
536;Anatomie;3941;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;6028;Appareil circulatoire #7;5
536;Anatomie;3941;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;6031;Appareil circulatoire #8;5
536;Anatomie;3940;Diaphragme thoraco-abdominale, Paroi abdominale;6033;Diaphragme thoraco-abdominale, paroi abdominale #4;5
536;Anatomie;3940;Diaphragme thoraco-abdominale, Paroi abdominale;6034;Diaphragme thoraco-abdominal, paroi abdominale #5;5
536;Anatomie;3940;Diaphragme thoraco-abdominale, Paroi abdominale;6035;Diaphragme thoraco-abdominale, paroi abdominale #6;1
536;Anatomie;3943;Oreille;6051;Oreille #12;5
536;Anatomie;3943;Oreille;6052;Oreille #13;5
536;Anatomie;3943;Oreille;6053;Oreille #14;3
536;Anatomie;3944;Cavité nasales , fosses infra-temporales;6054;Cavités nasales, fosses infra-temporales #15;5
536;Anatomie;3944;Cavité nasales , fosses infra-temporales;6056;Cavités nasales, fosses infra-temporales #17;1
536;Anatomie;3944;Cavité nasales , fosses infra-temporales;6074;Cavités nasales, fosses infra-temporales #16;5
536;Anatomie;3945;L'os maxillaire et la mandibule;6075;Os maxillaire et la mandibule #18;5
536;Anatomie;3945;L'os maxillaire et la mandibule;6076;Os maxillaire et la mandibule #19;5
536;Anatomie;3946;Loges cervicales;6077;Loges cervicales #20;5
536;Anatomie;3946;Loges cervicales;6078;Loges cervicales #21;5
536;Anatomie;3946;Loges cervicales;6079;Loges cervicales #22;1
536;Anatomie;3947;Nerfs crâniens;6080;Nerfs crâniens #23;5
536;Anatomie;3947;Nerfs crâniens;6081;Nerfs crâniens #24;5
536;Anatomie;3947;Nerfs crâniens;6082;Nerfs crâniens #25;2
536;Anatomie;3948;Anatomie de l'appareil respiratoire;6083;Anatomie de l'appareil respiratoire #26;5
536;Anatomie;3948;Anatomie de l'appareil respiratoire;6084;Anatomie de l'appareil respiratoire #27;5
536;Anatomie;3949;Anatomie de l'appareil digestif;6086;Anatomie de l'appareil digestif #28;5
536;Anatomie;3949;Anatomie de l'appareil digestif;6087;Anatomie de l'appareil digestif #29;5
536;Anatomie;3949;Anatomie de l'appareil digestif;6088;Anatomie de l'appareil digestif #30;2
536;Anatomie;3950;Appareil locomoteur;6089;Appareil locomoteur (Membre supérieur et inférieur) #31;5
536;Anatomie;3950;Appareil locomoteur;6091;Appareil locomoteur (Membre supérieur et inférieur) #32;5
536;Anatomie;3939;Membre inférieur;6091;Appareil locomoteur (Membre supérieur et inférieur) #32;5
536;Anatomie;3939;Membre inférieur;6092;Appareil locomoteur (Membre supérieur et inférieur) #33;4
536;Anatomie;3951;Système nerveux central;6095;Système nerveux central #34;5
536;Anatomie;3951;Système nerveux central;6096;Système nerveux central #35;5
536;Anatomie;3951;Système nerveux central;6099;Système nerveux central #36;2
536;Anatomie;3952;Système nerveux périphérique, système nerveux autonome;6111;Système  nerveux périphérique , système nerveux autonome #37;5
536;Anatomie;3952;Système nerveux périphérique, système nerveux autonome;6112;Système nerveux périphérique, système nerveux autonome #38;5
536;Anatomie;3953;Paroi du pelvis, bassin osseux et articulations;6113;Paroi du pelvis, bassin osseux et articulations#39;5
536;Anatomie;3953;Paroi du pelvis, bassin osseux et articulations;6114;Paroi du pelvis, bassin osseux et articulations #40;5
536;Anatomie;3953;Paroi du pelvis, bassin osseux et articulations;6115;Paroi du pelvis, bassin osseux et articulations #41;1
536;Anatomie;3954;Périné, diaphragme pelvien;6117;Périnée, diaphragme pelvien #42;5
536;Anatomie;3954;Périné, diaphragme pelvien;6118;Périnée, diaphragme pelvien #43;5
536;Anatomie;3955;Vaisseau et nerfs pelviens;6121;Vaisseaux et nerfs pelviens #44;5
536;Anatomie;3955;Vaisseau et nerfs pelviens;6123;Vaisseaux et nerfs pelviens #45;5
536;Anatomie;3956;Appareil génital féminin;6128;Appareil génital féminin #46;5
536;Anatomie;3956;Appareil génital féminin;6131;Appareil génital féminin #47;5
536;Anatomie;3956;Appareil génital féminin;6132;Appareil génital féminin #48;3
536;Anatomie;3957;Appareil génital masculin;6133;Appareil génital masculin #49;5
536;Anatomie;3957;Appareil génital masculin;6134;Appareil génital masculin #50;5
536;Anatomie;3958;Appareil Urinaire;6135;Appareil urinaire #51;5
536;Anatomie;3958;Appareil Urinaire;6136;Appareil urinaire #52;5
536;Anatomie;3958;Appareil Urinaire;6137;Appareil urinaire #53;2
536;Anatomie;3942;Rachis et Tronc;20375;CB1 - Anatomie;60
536;Anatomie;3940;Diaphragme thoraco-abdominale, Paroi abdominale;20375;CB1 - Anatomie;60
536;Anatomie;3941;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;20375;CB1 - Anatomie;60
536;Anatomie;4374;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;20375;CB1 - Anatomie;60
536;Anatomie;3950;Appareil locomoteur;20375;CB1 - Anatomie;60
536;Anatomie;3948;Anatomie de l'appareil respiratoire;20375;CB1 - Anatomie;60
536;Anatomie;3953;Paroi du pelvis, bassin osseux et articulations;20375;CB1 - Anatomie;60
536;Anatomie;3954;Périné, diaphragme pelvien;20375;CB1 - Anatomie;60
536;Anatomie;3955;Vaisseau et nerfs pelviens;20375;CB1 - Anatomie;60
536;Anatomie;3942;Rachis et Tronc;21469;CB2 - Anatomie;60
536;Anatomie;3940;Diaphragme thoraco-abdominale, Paroi abdominale;21469;CB2 - Anatomie;60
536;Anatomie;3941;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;21469;CB2 - Anatomie;60
536;Anatomie;4374;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;21469;CB2 - Anatomie;60
536;Anatomie;3943;Oreille;21469;CB2 - Anatomie;60
536;Anatomie;3944;Cavité nasales , fosses infra-temporales;21469;CB2 - Anatomie;60
536;Anatomie;3950;Appareil locomoteur;21469;CB2 - Anatomie;60
536;Anatomie;3948;Anatomie de l'appareil respiratoire;21469;CB2 - Anatomie;60
536;Anatomie;3949;Anatomie de l'appareil digestif;21469;CB2 - Anatomie;60
536;Anatomie;3945;L'os maxillaire et la mandibule;21469;CB2 - Anatomie;60
536;Anatomie;3946;Loges cervicales;21469;CB2 - Anatomie;60
536;Anatomie;3939;Membre inférieur;21469;CB2 - Anatomie;60
536;Anatomie;3952;Système nerveux périphérique, système nerveux autonome;21469;CB2 - Anatomie;60
536;Anatomie;3942;Rachis et Tronc;21629;CB3 - Anatomie;60
536;Anatomie;3940;Diaphragme thoraco-abdominale, Paroi abdominale;21629;CB3 - Anatomie;60
536;Anatomie;3941;Appareil circulatoire : Cœur, vaisseaux, système lymphatique;21629;CB3 - Anatomie;60
536;Anatomie;3943;Oreille;21629;CB3 - Anatomie;60
536;Anatomie;3950;Appareil locomoteur;21629;CB3 - Anatomie;60
536;Anatomie;3948;Anatomie de l'appareil respiratoire;21629;CB3 - Anatomie;60
536;Anatomie;3949;Anatomie de l'appareil digestif;21629;CB3 - Anatomie;60
536;Anatomie;3946;Loges cervicales;21629;CB3 - Anatomie;60
536;Anatomie;3939;Membre inférieur;21629;CB3 - Anatomie;60
536;Anatomie;3953;Paroi du pelvis, bassin osseux et articulations;21629;CB3 - Anatomie;60
536;Anatomie;3951;Système nerveux central;21629;CB3 - Anatomie;60
536;Anatomie;3954;Périné, diaphragme pelvien;21629;CB3 - Anatomie;60
536;Anatomie;3956;Appareil génital féminin;21629;CB3 - Anatomie;60
536;Anatomie;3957;Appareil génital masculin;21629;CB3 - Anatomie;60
536;Anatomie;3958;Appareil Urinaire;21629;CB3 - Anatomie;60
536;Anatomie;3952;Système nerveux périphérique, système nerveux autonome;21629;CB3 - Anatomie;60
557;Anatomie;4558;Anatomie générale sectionnelle : thorax;6514;Anatomie générale sectionnelle : thorax  #1;5
557;Anatomie;4558;Anatomie générale sectionnelle : thorax;6515;Anatomie générale sectionelle : thorax #2 ;5
557;Anatomie;4558;Anatomie générale sectionnelle : thorax;6516;Anatomie générale sectionnelle : thorax #3 ;3
557;Anatomie;4559;Anatomie générale sectionnelle de l'abdomen;6517;Anatomie générale sectionnelle de l'abdomen #4;5
557;Anatomie;4559;Anatomie générale sectionnelle de l'abdomen;6527;Anatomie générale sectionnelle de l'abdomen #5;5
557;Anatomie;4559;Anatomie générale sectionnelle de l'abdomen;6528;Anatomie générale sectionnelle de l'abdomen #6;2
557;Anatomie;4560;Anatomie générale sectionnelle du pelvis;6529;Anatomie générale sectionnelle du pelvis #7;5
557;Anatomie;4560;Anatomie générale sectionnelle du pelvis;6530;Anatomie générale sectionnelle du pelvis #8;5
557;Anatomie;4560;Anatomie générale sectionnelle du pelvis;6531;Anatomie générale sectionnelle du pelvis #9;1
557;Anatomie;4561;Anatomie générale sectionnelle du thorax et de l'abdomen;6532;Anatomie générale sectionnelle du thorax et de l'abdomen #10;5
557;Anatomie;4561;Anatomie générale sectionnelle du thorax et de l'abdomen;6533;Anatomie générale sectionnelle du thorax et de l'abdomen #11;5
557;Anatomie;4562;Cerveau;6535;Cerveau #12;5
557;Anatomie;4562;Cerveau;6536;Cerveau #13;5
557;Anatomie;4558;Anatomie générale sectionnelle : thorax;6839;Anatomie sectionnelle #1;10
557;Anatomie;4559;Anatomie générale sectionnelle de l'abdomen;6841;Anatomie sectionnelle #2;10
557;Anatomie;4560;Anatomie générale sectionnelle du pelvis;6844;Anatomie sectionnelle #3;8
557;Anatomie;5028;Anatomie générale sectionnelle - Les membres;6901;Anatomie sectionnelle #4;9
557;Anatomie;4562;Cerveau;6907;Anatomie sectionnelle #5;10
623;Anatomie;4927;Fiche de cours n°1;4360;#1 Appareil cardiovasculaire ;5
623;Anatomie;4927;Fiche de cours n°1;4366;#2 Appareil cardiovasculaire ;5
623;Anatomie;4928;Fiche de cours n°2;4368;#3. Rachis;5
623;Anatomie;4928;Fiche de cours n°2;4369;#4 parois du tronc;5
113;Anatomie - US;190;Introduction à l’anatomie générale;1495;Introduction à l’anatomie générale #1 (2);5
113;Anatomie - US;191;Introduction au système nerveux;1496;Introduction au système nerveux #2 (1);5
113;Anatomie - US;191;Introduction au système nerveux;1524;Introduction au système nerveux #2 (2);5
113;Anatomie - US;191;Introduction au système nerveux;1526;Introduction au système nerveux #2 (3);3
113;Anatomie - US;192;Appareil cardio-circulatoire US;1527;Appareil cardio-circulatoire #3 (1);6
113;Anatomie - US;192;Appareil cardio-circulatoire US;1529;Appareil cardio-circulatoire #3 (2);6
113;Anatomie - US;193;Appareil respiratoire US;1530;Appareil respiratoire #4 (1);6
113;Anatomie - US;193;Appareil respiratoire US;1532;Appareil respiratoire #4 (2);5
113;Anatomie - US;199;Membres supérieurs;2315;Membre supérieur : Partie 1 #10 (1);5
113;Anatomie - US;200;Membres Supérieurs;2316;Membre supérieur : Partie 2 #11 (1);5
113;Anatomie - US;197;Appareil digestif US;2317;Appareil digestif #8 (1);5
113;Anatomie - US;197;Appareil digestif US;2318;Appareil digestif #8 (2);5
113;Anatomie - US;198;Appareil génito-urinaire US;2319;Appareil génito-urinaire #9 (1);5
113;Anatomie - US;194;Le Rachis US;2324;Le Rachis #6 (1);5
113;Anatomie - US;194;Le Rachis US;2325;Le Rachis #6 (2);5
113;Anatomie - US;195;Paroi du tronc US;2330;Paroi du tronc et cage thoracique #7 (1);5
113;Anatomie - US;195;Paroi du tronc US;2331;Paroi du tronc et cage thoracique #7 (2);5
113;Anatomie - US;201;Membres Inférieurs;2337;Membre inférieur : Partie 1 #9.1 (1);5
113;Anatomie - US;202;Membres Inférieurs;2338;Membre inférieur : Partie 2 #9.2 (1);5
113;Anatomie - US;196;Organes des sens US;2428;Organes des sens et voies sensorielles #5 (1);5
113;Anatomie - US;195;Paroi du tronc US;5066;Paroi du tronc et cage thoracique #7 (3);5
113;Anatomie - US;196;Organes des sens US;5067;Organes des sens et voies sensorielles #5 (2);5
113;Anatomie - US;197;Appareil digestif US;5068;Appareil digestif #8 (3);5
113;Anatomie - US;198;Appareil génito-urinaire US;5069;Appareil génito-urinaire #9 (2);5
113;Anatomie - US;190;Introduction à l’anatomie générale;5075;Introduction à l’anatomie générale #1 (1);5
113;Anatomie - US;191;Introduction au système nerveux;5182;Introduction au système nerveux  #2 (4);5
113;Anatomie - US;192;Appareil cardio-circulatoire US;5184;Appareil cardio-circulatoire #3 (3);5
113;Anatomie - US;193;Appareil respiratoire US;5185;Appareil respiratoire #4 (3);5
113;Anatomie - US;194;Le Rachis US;5186;Le Rachis #6 (3);5
113;Anatomie - US;199;Membres supérieurs;5187;Membre supérieur : Partie 1 #10 (4);10
113;Anatomie - US;200;Membres Supérieurs;5188;Membre supérieur : Partie 2 #11 (4);10
113;Anatomie - US;201;Membres Inférieurs;5189;Membre inférieur : Partie 1 #9.1 (4);10
113;Anatomie - US;202;Membres Inférieurs;5190;Membre inférieur : Partie 2 #9.2 (3);10
113;Anatomie - US;191;Introduction au système nerveux;5276;Introduction au système nerveux #2 (5);5
113;Anatomie - US;192;Appareil cardio-circulatoire US;5277;Appareil cardio-circulatoire #3 (4);6
113;Anatomie - US;199;Membres supérieurs;5309;Membre supérieur : Partie 1 #10 (3);5
113;Anatomie - US;200;Membres Supérieurs;5309;Membre supérieur : Partie 1 #10 (3);5
113;Anatomie - US;191;Introduction au système nerveux;5310;Introduction au système nerveux #2 (6);5
113;Anatomie - US;199;Membres supérieurs;5312;Membre supérieur : Partie 1 #10 (2);5
113;Anatomie - US;199;Membres supérieurs;5313;Membre supérieur : Partie 2 #11 (2);5
113;Anatomie - US;200;Membres Supérieurs;5313;Membre supérieur : Partie 2 #11 (2);5
113;Anatomie - US;200;Membres Supérieurs;5314;Membre supérieur : Partie 2 #11 (3);5
113;Anatomie - US;201;Membres Inférieurs;5316;Membre inférieur Partie 1 #9.1 (2);5
113;Anatomie - US;201;Membres Inférieurs;5317;Membre inférieur : Partie 1 #9.1 (3);5
113;Anatomie - US;202;Membres Inférieurs;5318;Membre inférieur : Partie 2 #9.2 (2);5
113;Anatomie - US;196;Organes des sens US;12410;Organes des sens et voies sensorielles #5 (3);5
113;Anatomie - US;194;Le Rachis US;12492;Le rachis #6 (4);5
113;Anatomie - US;190;Introduction à l’anatomie générale;12513;CB2 - Anatomie;37
113;Anatomie - US;191;Introduction au système nerveux;12513;CB2 - Anatomie;37
113;Anatomie - US;192;Appareil cardio-circulatoire US;12513;CB2 - Anatomie;37
113;Anatomie - US;193;Appareil respiratoire US;12513;CB2 - Anatomie;37
113;Anatomie - US;196;Organes des sens US;12513;CB2 - Anatomie;37
113;Anatomie - US;194;Le Rachis US;12513;CB2 - Anatomie;37
113;Anatomie - US;195;Paroi du tronc US;12513;CB2 - Anatomie;37
113;Anatomie - US;197;Appareil digestif US;12513;CB2 - Anatomie;37
113;Anatomie - US;199;Membres supérieurs;12513;CB2 - Anatomie;37
113;Anatomie - US;198;Appareil génito-urinaire US;12513;CB2 - Anatomie;37
113;Anatomie - US;200;Membres Supérieurs;12513;CB2 - Anatomie;37
113;Anatomie - US;190;Introduction à l’anatomie générale;13721;CB3 - Anatomie;35
113;Anatomie - US;191;Introduction au système nerveux;13721;CB3 - Anatomie;35
113;Anatomie - US;192;Appareil cardio-circulatoire US;13721;CB3 - Anatomie;35
113;Anatomie - US;193;Appareil respiratoire US;13721;CB3 - Anatomie;35
113;Anatomie - US;196;Organes des sens US;13721;CB3 - Anatomie;35
113;Anatomie - US;194;Le Rachis US;13721;CB3 - Anatomie;35
113;Anatomie - US;195;Paroi du tronc US;13721;CB3 - Anatomie;35
113;Anatomie - US;197;Appareil digestif US;13721;CB3 - Anatomie;35
113;Anatomie - US;199;Membres supérieurs;13721;CB3 - Anatomie;35
113;Anatomie - US;198;Appareil génito-urinaire US;13721;CB3 - Anatomie;35
113;Anatomie - US;193;Appareil respiratoire US;16017;Appareil respiratoire US - Série 1;5
113;Anatomie - US;193;Appareil respiratoire US;16018;Appareil respiratoire US - Série 2;5
113;Anatomie - US;193;Appareil respiratoire US;16019;Appareil respiratoire US - Série 3;5
113;Anatomie - US;193;Appareil respiratoire US;16020;Appareil respiratoire US - Série 4;5
113;Anatomie - US;193;Appareil respiratoire US;16021;Appareil respiratoire US - Série 5;5
113;Anatomie - US;193;Appareil respiratoire US;16022;Appareil respiratoire US - Série 6;5
113;Anatomie - US;193;Appareil respiratoire US;16023;Appareil respiratoire US - Série 7;5
113;Anatomie - US;193;Appareil respiratoire US;16024;Appareil respiratoire US - Série 8;5
113;Anatomie - US;194;Le Rachis US;16033;Le Rachis US - Série 1;5
113;Anatomie - US;194;Le Rachis US;16034;Le Rachis US - Série 2;5
113;Anatomie - US;194;Le Rachis US;16035;Le Rachis US - Série 3;5
113;Anatomie - US;194;Le Rachis US;16036;Le Rachis US - Série 4;5
113;Anatomie - US;194;Le Rachis US;16037;Le Rachis US - Série 5;5
113;Anatomie - US;194;Le Rachis US;16038;Le Rachis US - Série 6;5
113;Anatomie - US;194;Le Rachis US;16039;Le Rachis US - Série 7;5
113;Anatomie - US;194;Le Rachis US;16040;Le Rachis US - Série 8;5
113;Anatomie - US;196;Organes des sens US;16041;Organes des sens US - Série 1;5
113;Anatomie - US;196;Organes des sens US;16042;Organes des sens US - Série 2;5
113;Anatomie - US;196;Organes des sens US;16043;Organes des sens US - Série 3;5
113;Anatomie - US;196;Organes des sens US;16044;Organes des sens US - Série 4;5
113;Anatomie - US;196;Organes des sens US;16045;Organes des sens US - Série 5;5
113;Anatomie - US;197;Appareil digestif US;16046;Appareil digestif US - Série 1;5
113;Anatomie - US;196;Organes des sens US;16047;Organes des sens US - Série 6;5
113;Anatomie - US;197;Appareil digestif US;16048;Appareil digestif US - Série 2;5
113;Anatomie - US;196;Organes des sens US;16049;Organes des sens US - Série 7;5
113;Anatomie - US;197;Appareil digestif US;16050;Appareil digestif US - Série 3;5
113;Anatomie - US;196;Organes des sens US;16051;Organes des sens US - Série 8;5
113;Anatomie - US;197;Appareil digestif US;16052;Appareil digestif US - Série 4;5
113;Anatomie - US;197;Appareil digestif US;16053;Appareil digestif US - Série 5;5
113;Anatomie - US;197;Appareil digestif US;16054;Appareil digestif US - Série 6;5
113;Anatomie - US;197;Appareil digestif US;16055;Appareil digestif US - Série 7;5
113;Anatomie - US;197;Appareil digestif US;16056;Appareil digestif US - Série 8;5
113;Anatomie - US;200;Membres Supérieurs;16057;Membres Supérieurs  - Série 1;5
113;Anatomie - US;200;Membres Supérieurs;16058;Membres Supérieurs  - Série 2;5
113;Anatomie - US;200;Membres Supérieurs;16059;Membres Supérieurs  - Série 3;5
113;Anatomie - US;200;Membres Supérieurs;16060;Membres Supérieurs  - Série 4;5
113;Anatomie - US;200;Membres Supérieurs;16061;Membres Supérieurs  - Série 5;5
113;Anatomie - US;200;Membres Supérieurs;16062;Membres Supérieurs  - Série 6;5
113;Anatomie - US;200;Membres Supérieurs;16063;Membres Supérieurs  - Série 7;5
113;Anatomie - US;200;Membres Supérieurs;16064;Membres Supérieurs  - Série 8;5
113;Anatomie - US;199;Membres supérieurs;16065;Membres supérieurs - Série 1;5
113;Anatomie - US;199;Membres supérieurs;16066;Membres supérieurs - Série 2;5
113;Anatomie - US;199;Membres supérieurs;16067;Membres supérieurs - Série 3;5
113;Anatomie - US;199;Membres supérieurs;16068;Membres supérieurs - Série 4;5
113;Anatomie - US;195;Paroi du tronc US;16069;Paroi du tronc US - Série 1;5
113;Anatomie - US;199;Membres supérieurs;16070;Membres supérieurs - Série 5;5
113;Anatomie - US;198;Appareil génito-urinaire US;16071;Appareil génito-urinaire US - Série 1;5
113;Anatomie - US;195;Paroi du tronc US;16072;Paroi du tronc US - Série 2;5
113;Anatomie - US;195;Paroi du tronc US;16073;Paroi du tronc US - Série 3;5
113;Anatomie - US;199;Membres supérieurs;16074;Membres supérieurs - Série 6;5
113;Anatomie - US;198;Appareil génito-urinaire US;16075;Appareil génito-urinaire US - Série 2;5
113;Anatomie - US;195;Paroi du tronc US;16076;Paroi du tronc US - Série 4;5
113;Anatomie - US;199;Membres supérieurs;16077;Membres supérieurs - Série 7;5
113;Anatomie - US;198;Appareil génito-urinaire US;16078;Appareil génito-urinaire US - Série 3;5
113;Anatomie - US;195;Paroi du tronc US;16079;Paroi du tronc US - Série 5;5
113;Anatomie - US;199;Membres supérieurs;16080;Membres supérieurs - Série 8;5
113;Anatomie - US;198;Appareil génito-urinaire US;16081;Appareil génito-urinaire US - Série 4;5
113;Anatomie - US;195;Paroi du tronc US;16082;Paroi du tronc US - Série 6;5
113;Anatomie - US;198;Appareil génito-urinaire US;16083;Appareil génito-urinaire US - Série 5;5
113;Anatomie - US;195;Paroi du tronc US;16084;Paroi du tronc US - Série 7;5
113;Anatomie - US;198;Appareil génito-urinaire US;16085;Appareil génito-urinaire US - Série 6;5
113;Anatomie - US;195;Paroi du tronc US;16086;Paroi du tronc US - Série 8;5
113;Anatomie - US;198;Appareil génito-urinaire US;16087;Appareil génito-urinaire US - Série 7;5
113;Anatomie - US;198;Appareil génito-urinaire US;16088;Appareil génito-urinaire US - Série 8;5
113;Anatomie - US;201;Membres Inférieurs;16089;Membres Inférieurs  - Série 1;5
113;Anatomie - US;201;Membres Inférieurs;16090;Membres Inférieurs  - Série 2;5
113;Anatomie - US;201;Membres Inférieurs;16091;Membres Inférieurs  - Série 3;5
113;Anatomie - US;201;Membres Inférieurs;16092;Membres Inférieurs  - Série 4;5
113;Anatomie - US;201;Membres Inférieurs;16093;Membres Inférieurs  - Série 5;5
